m	902	952	5	5	0	0	40s	100	1	4664
m	924	950	5	5	0	0	40s	100	1	4664
m	932	958	5	5	0	0	40s	100	1	4664
m	927	966	5	5	0	0	40s	100	1	4664
m	918	966	5	5	0	0	40s	100	1	4664
m	918	980	5	5	0	0	40s	100	1	4664
m	931	984	5	5	0	0	40s	100	1	4664
m	942	979	5	5	0	0	40s	100	1	4664
m	951	964	5	5	0	0	40s	100	1	4664
m	957	966	5	5	0	0	40s	100	1	4664
m	956	978	5	5	0	0	40s	100	1	4664
m	966	980	5	5	0	0	40s	100	1	4664
m	974	980	5	5	0	0	40s	100	1	4664
m	970	962	5	5	0	0	40s	100	1	4664
m	971	955	5	5	0	0	40s	100	1	4664
m	958	954	5	5	0	0	40s	100	1	4664
m	941	962	5	5	0	0	40s	100	1	4664
m	936	966	5	5	0	0	40s	100	1	4664
m	912	971	5	5	0	0	40s	100	1	4664
m	902	968	5	5	0	0	40s	100	1	4664
m	896	973	5	5	0	0	40s	100	1	4664
m	903	987	5	5	0	0	40s	100	1	4664
m	912	990	5	5	0	0	40s	100	1	4664
m	924	986	5	5	0	0	40s	100	1	4664
m	929	976	5	5	0	0	40s	100	1	4664
m	920	968	5	5	0	0	40s	100	1	4664
m	921	954	5	5	0	0	40s	100	1	4664
m	946	956	5	5	0	0	40s	100	1	4664
m	949	980	5	5	0	0	40s	100	1	4664
m	951	988	5	5	0	0	40s	100	1	4664
m	965	990	5	5	0	0	40s	100	1	4664
m	976	988	5	5	0	0	40s	100	1	4664
m	970	984	5	5	0	0	40s	100	1	4664
m	962	968	5	5	0	0	40s	100	1	4664
m	973	968	5	5	0	0	40s	100	1	4664
m	976	962	5	5	0	0	40s	100	1	4664
m	978	955	5	5	0	0	40s	100	1	4664
m	964	954	5	5	0	0	40s	100	1	4664
m	956	955	5	5	0	0	40s	100	1	4664
m	942	950	5	5	0	0	40s	100	1	4664
m	936	950	5	5	0	0	40s	100	1	4664
m	954	948	5	5	0	0	40s	100	1	4664
m	968	948	5	5	0	0	40s	100	1	4664
m	971	953	5	5	0	0	40s	100	1	4664
m	953	969	5	5	0	0	40s	100	1	4664
m	944	969	5	5	0	0	40s	100	1	4664
m	939	973	5	5	0	0	40s	100	1	4664
m	933	982	5	5	0	0	40s	100	1	4664
m	934	988	5	5	0	0	40s	100	1	4664
m	910	979	5	5	0	0	40s	100	1	4664
m	906	963	5	5	0	0	40s	100	1	4664
m	914	952	5	5	0	0	40s	100	1	4664
m	930	961	5	5	0	0	40s	100	1	4665
m	930	970	5	5	0	0	40s	100	1	4665
m	920	972	5	5	0	0	40s	100	1	4665
m	910	973	5	5	0	0	40s	100	1	4665
m	904	976	5	5	0	0	40s	100	1	4665
m	902	987	5	5	0	0	40s	100	1	4665
m	908	992	5	5	0	0	40s	100	1	4665
m	920	992	5	5	0	0	40s	100	1	4665
m	934	990	5	5	0	0	40s	100	1	4665
m	948	990	5	5	0	0	40s	100	1	4665
m	952	990	5	5	0	0	40s	100	1	4665
m	942	982	5	5	0	0	40s	100	1	4665
m	948	979	5	5	0	0	40s	100	1	4665
m	960	972	5	5	0	0	40s	100	1	4665
m	965	974	5	5	0	0	40s	100	1	4665
m	956	986	5	5	0	0	40s	100	1	4665
m	960	987	5	5	0	0	40s	100	1	4665
m	979	990	5	5	0	0	40s	100	1	4665
m	974	980	5	5	0	0	40s	100	1	4665
m	968	969	5	5	0	0	40s	100	1	4665
m	962	960	5	5	0	0	40s	100	1	4665
m	965	954	5	5	0	0	40s	100	1	4665
m	977	951	5	5	0	0	40s	100	1	4665
m	958	952	5	5	0	0	40s	100	1	4665
m	944	950	5	5	0	0	40s	100	1	4665
m	939	956	5	5	0	0	40s	100	1	4665
m	934	958	5	5	0	0	40s	100	1	4665
m	926	962	5	5	0	0	40s	100	1	4665
m	920	962	5	5	0	0	40s	100	1	4665
m	920	954	5	5	0	0	40s	100	1	4665
m	916	948	5	5	0	0	40s	100	1	4665
m	908	948	5	5	0	0	40s	100	1	4665
m	902	950	5	5	0	0	40s	100	1	4665
m	900	962	5	5	0	0	40s	100	1	4665
m	898	968	5	5	0	0	40s	100	1	4665
m	918	974	5	5	0	0	40s	100	1	4665
m	923	980	5	5	0	0	40s	100	1	4665
m	908	989	5	5	0	0	40s	100	1	4665
m	907	990	5	5	0	0	40s	100	1	4665
m	938	990	5	5	0	0	40s	100	1	4665
m	946	983	5	5	0	0	40s	100	1	4665
m	949	974	5	5	0	0	40s	100	1	4665
m	948	964	5	5	0	0	40s	100	1	4665
m	948	956	5	5	0	0	40s	100	1	4665
m	954	956	5	5	0	0	40s	100	1	4665
m	960	952	5	5	0	0	40s	100	1	4665
m	942	948	5	5	0	0	40s	100	1	4665
m	931	946	5	5	0	0	40s	100	1	4665
m	927	953	5	5	0	0	40s	100	1	4665
m	962	962	5	5	0	0	40s	100	1	4665
m	966	972	5	5	0	0	40s	100	1	4665
m	976	980	5	5	0	0	40s	100	1	4665
m	978	984	5	5	0	0	40s	100	1	4665
m	976	970	5	5	0	0	40s	100	1	4665
m	979	962	5	5	0	0	40s	100	1	4665
m	982	955	5	5	0	0	40s	100	1	4665
m	968	990	5	5	0	0	40s	100	1	4665
m	950	979	5	5	0	0	40s	100	1	4665
m	940	976	5	5	0	0	40s	100	1	4665
m	940	972	5	5	0	0	40s	100	1	4665
m	930	975	5	5	0	0	40s	100	1	4665
m	910	982	5	5	0	0	40s	100	1	4665
m	906	982	5	5	0	0	40s	100	1	4665
m	915	980	5	5	0	0	40s	100	1	4663
m	937	966	5	5	0	0	40s	100	1	4663
m	950	954	5	5	0	0	40s	100	1	4663
m	962	964	5	5	0	0	40s	100	1	4663
m	952	975	5	5	0	0	40s	100	1	4663
m	934	975	5	5	0	0	40s	100	1	4663
m	938	984	5	5	0	0	40s	100	1	4663
m	962	984	5	5	0	0	40s	100	1	4663
m	966	970	5	5	0	0	40s	100	1	4663
m	974	962	5	5	0	0	40s	100	1	4663
m	970	954	5	5	0	0	40s	100	1	4663
m	945	952	5	5	0	0	40s	100	1	4663
m	933	955	5	5	0	0	40s	100	1	4663
m	925	958	5	5	0	0	40s	100	1	4663
m	917	970	5	5	0	0	40s	100	1	4663
m	911	968	5	5	0	0	40s	100	1	4663
m	906	962	5	5	0	0	40s	100	1	4663
m	900	949	5	5	0	0	40s	100	1	4663
m	898	974	5	5	0	0	40s	100	1	4663
m	894	987	5	5	0	0	40s	100	1	4663
m	912	992	5	5	0	0	40s	100	1	4663
m	926	974	5	5	0	0	40s	100	1	4663
m	940	972	5	5	0	0	40s	100	1	4663
m	952	986	5	5	0	0	40s	100	1	4663
m	966	987	5	5	0	0	40s	100	1	4663
m	962	977	5	5	0	0	40s	100	1	4663
m	950	965	5	5	0	0	40s	100	1	4663
m	962	960	5	5	0	0	40s	100	1	4663
m	968	960	5	5	0	0	40s	100	1	4663
m	924	958	5	5	0	0	40s	100	1	4663
